return_id,order_id,seller_id,customer_id,asin,program_type,market,claim_type,category,return_date,resolution_date,resolution_time_days,handling_time_minutes,refund_amount,tracking_status,buyer_seller_comm_flag,agent_code,fraud_probability,fraud_flag,fraud_reason,status
1,1,31,2547,ASIN000053,SAFE-T,EU,DNOTR,Books,2023-09-26,2023-10-05,9,4,82.38,Delivered,False,AG056,0.6650826580750869,1,DNOTR | HighSellerRefundRate,Resolved
1314,5984,886,794,ASIN000117,OTC,NAM,Not As Described,Home & Kitchen,2024-04-09,2024-04-11,2,6,284.17,Delivered,False,AG009,0.35599176452896697,0,MinorIssue | HighSellerRefundRate,Resolved
1315,5991,761,1207,ASIN000758,OTC,NAM,Not As Described,Toys,2024-09-12,2024-09-15,3,7,9.94,Delivered,True,AG062,0.16534896833775414,0,MinorIssue | HighSellerRefundRate,Resolved
1316,5993,283,165,ASIN001990,SAFE-T,NAM,Damaged,Electronics,2023-07-07,2023-07-09,2,4,14.38,Delivered,True,AG013,0.33434336542546184,0,MinorIssue | Electronics,Resolved
1317,5995,728,2912,ASIN000721,SAFE-T,EU,Damaged,Home & Kitchen,2024-01-17,2024-01-21,4,5,21.04,Delivered,True,AG078,0.4344207806767054,0,MinorIssue | HighSellerRefundRate,Resolved
1318,6006,860,409,ASIN001873,OTC,NAM,Damaged,Books,2024-09-22,2024-09-24,2,7,4.53,Delivered,False,AG070,0.16897096195650924,0,MinorIssue | HighSellerRefundRate,Escalated
1319,6011,441,3366,ASIN000624,SAFE-T,NAM,DNOTR,Electronics,2024-05-14,2024-05-20,6,3,54.86,Delivered,False,AG069,0.717097082080084,1,DNOTR | Electronics,Pending
1320,6021,540,172,ASIN001731,OTC,NAM,DNOTR,Apparel,2023-10-05,2023-10-11,6,8,1.97,Returned,True,AG043,0.32004641036514003,0,DNOTR | HighSellerRefundRate,Resolved
1321,6025,100,3015,ASIN001111,SAFE-T,NAM,DNOTR,Electronics,2023-06-25,2023-07-01,6,4,24.2,Delivered,True,AG056,0.7360838342561237,1,DNOTR | Electronics,Resolved
1322,6037,506,2153,ASIN001613,OTC,NAM,MattDiff,Apparel,2023-11-25,2023-11-28,3,6,14.08,Returned,True,AG005,0.1706981175122312,0,MinorIssue | HighSellerRefundRate,Resolved
1323,6038,882,107,ASIN000117,OTC,EU,MattDiff,Home & Kitchen,2024-10-21,2024-10-25,4,6,495.84,Delivered,True,AG042,0.2788974774265505,0,MinorIssue | HighSellerRefundRate,Resolved
1324,6043,464,3761,ASIN000212,OP,NAM,MattDiff,Home & Kitchen,2024-06-07,2024-06-11,4,5,6.99,Returned,True,AG029,0.180680685700251,0,MinorIssue | HighSellerRefundRate,Resolved
1325,6044,483,4163,ASIN000329,SAFE-T,NAM,MattDiff,Toys,2024-05-29,2024-06-01,3,5,27.74,Returned,False,AG013,0.1853646690505803,0,MinorIssue | HighSellerRefundRate,Resolved
1326,6045,502,3223,ASIN000537,OP,NAM,Not As Described,Books,2023-08-10,2023-08-14,4,11,58.89,Returned,True,AG064,0.15412205756255248,0,MinorIssue | HighSellerRefundRate,Resolved
1327,6046,943,278,ASIN001765,OTC,EU,Damaged,Beauty,2023-11-17,2023-11-21,4,7,0.0,Delivered,False,AG053,0.2540896219396683,0,MinorIssue | NonReturnableCat,Resolved
1328,6050,553,2696,ASIN001875,SAFE-T,NAM,Wrong Item,Apparel,2023-11-06,2023-11-10,4,2,27.3,Delivered,True,AG032,0.3051773772744556,0,WrongItem | HighSellerRefundRate,Resolved
1329,6051,203,1171,ASIN000908,OP,NAM,Not As Described,Beauty,2024-08-06,2024-08-11,5,12,9.39,Delivered,True,AG015,0.35404796402355826,0,MinorIssue | NonReturnableCat,Resolved
1330,6056,615,3402,ASIN000467,OTC,EU,MattDiff,Electronics,2023-02-11,2023-02-13,2,6,16.44,Delivered,True,AG067,0.33242160010994504,0,MinorIssue | Electronics,Resolved
1331,6058,991,555,ASIN000044,OTC,EU,Wrong Item,Home & Kitchen,2023-05-31,2023-06-06,6,6,80.0,Delivered,True,AG004,0.39463889912794015,0,WrongItem | HighSellerRefundRate,Resolved
1332,6062,969,1277,ASIN000879,OTC,NAM,MattDiff,Home & Kitchen,2024-02-25,2024-02-27,2,5,419.46,Lost,True,AG003,0.28711929911883394,0,MinorIssue | HighSellerRefundRate,Resolved
1333,6070,913,4276,ASIN000006,SAFE-T,EU,DNOTR,Toys,2023-07-06,2023-07-14,8,3,50.43,Delivered,False,AG056,0.5762855523142174,1,DNOTR | HighSellerRefundRate,Pending
1334,6072,385,4310,ASIN001515,OP,EU,MattDiff,Electronics,2024-04-23,2024-04-26,3,14,19.58,Delivered,True,AG029,0.3139759399584552,0,MinorIssue | Electronics,Resolved
1335,6074,585,2417,ASIN000744,SAFE-T,EU,Damaged,Electronics,2024-06-05,2024-06-09,4,4,183.82,Delivered,False,AG012,0.561551508789145,1,MinorIssue | Electronics,Pending
1336,6080,960,954,ASIN001588,OTC,EU,MattDiff,Electronics,2024-08-04,2024-08-07,3,7,119.1,Delivered,False,AG020,0.5257470093008871,1,MinorIssue | Electronics,Resolved
1337,6081,160,3315,ASIN000091,OTC,EU,MattDiff,Apparel,2024-07-27,2024-07-31,4,6,13.8,Lost,True,AG063,0.1831533694516394,0,MinorIssue | HighSellerRefundRate,Resolved
1338,6083,565,3208,ASIN001753,OTC,NAM,Not As Described,Electronics,2024-05-26,2024-05-30,4,6,167.61,Returned,False,AG003,0.5350818953581153,1,MinorIssue | Electronics,Resolved
1339,6084,287,1183,ASIN000034,SAFE-T,NAM,Wrong Item,Home & Kitchen,2024-05-29,2024-06-02,4,4,438.77,Lost,False,AG065,0.5006430003332257,1,WrongItem | HighSellerRefundRate,Resolved
1340,6093,883,3438,ASIN000681,OTC,NAM,RNOTR,Beauty,2024-02-14,2024-02-19,5,9,0.0,Delivered,False,AG053,0.6134053288860363,1,RNOTR | NonReturnableCat,Resolved
1341,6104,512,2867,ASIN000196,SAFE-T,NAM,Not As Described,Apparel,2024-01-12,2024-01-15,3,3,40.87,Returned,True,AG079,0.15387573068239938,0,MinorIssue | HighSellerRefundRate,Resolved
1342,6105,121,4279,ASIN001330,SAFE-T,EU,Not As Described,Misc,2024-09-10,2024-09-14,4,2,2.64,Delivered,True,AG054,0.3812032067324067,0,MinorIssue | NonReturnableCat,Resolved
1343,6107,785,3519,ASIN001208,SAFE-T,NAM,MattDiff,Beauty,2024-01-11,2024-01-13,2,3,0.0,Returned,False,AG011,0.2668809542787982,0,MinorIssue | NonReturnableCat,Resolved
1344,6108,332,3249,ASIN000265,SAFE-T,EU,Wrong Item,Beauty,2024-02-09,2024-02-15,6,3,0.0,Delivered,True,AG030,0.4098599469215787,0,WrongItem | NonReturnableCat,Resolved
1345,6110,396,1800,ASIN001688,OP,EU,Damaged,Misc,2024-04-23,2024-04-26,3,11,24.52,Returned,False,AG038,0.6362941621303928,1,MinorIssue | NonReturnableCat,Resolved
1346,6111,318,123,ASIN001144,SAFE-T,NAM,MattDiff,Electronics,2024-01-08,2024-01-11,3,4,74.51,Returned,False,AG057,0.6774065469281779,1,MinorIssue | Electronics,Resolved
1347,6112,675,392,ASIN001053,OTC,NAM,MattDiff,Misc,2024-02-13,2024-02-16,3,6,3.75,Delivered,True,AG059,0.3756733861074896,0,MinorIssue | NonReturnableCat,Resolved
1348,6114,277,2416,ASIN000402,OP,EU,Damaged,Home & Kitchen,2024-01-06,2024-01-09,3,11,2.67,Delivered,True,AG068,0.17440266562285073,0,MinorIssue | HighSellerRefundRate,Resolved
1349,6124,896,773,ASIN001631,OTC,NAM,Counterfeit,Electronics,2023-06-02,2023-06-06,4,8,184.56,Delivered,False,AG066,0.5884337364113659,1,Counterfeit | Electronics,Escalated
1350,6135,167,4311,ASIN001428,SAFE-T,NAM,RNOTR,Beauty,2024-03-13,2024-03-21,8,4,0.0,Delivered,True,AG056,0.6152924009119803,1,RNOTR | NonReturnableCat,Resolved
1351,6138,343,505,ASIN001696,OTC,NAM,Not As Described,Electronics,2024-05-26,2024-05-28,2,8,19.91,Delivered,False,AG059,0.32223875948427405,0,MinorIssue | Electronics,Resolved
1352,6143,671,468,ASIN000894,OP,NAM,Not As Described,Misc,2024-08-21,2024-08-23,2,13,0.0,Delivered,False,AG019,0.2887001308122966,0,MinorIssue | NonReturnableCat,Resolved
1353,6144,194,2809,ASIN001428,SAFE-T,EU,Not As Described,Beauty,2024-02-17,2024-02-20,3,6,0.0,Delivered,True,AG032,0.27771431576702904,0,MinorIssue | NonReturnableCat,Resolved
1354,6147,687,2858,ASIN000254,OP,NAM,Counterfeit,Home & Kitchen,2023-05-07,2023-05-10,3,9,52.43,Delivered,True,AG064,0.33356299415457746,0,Counterfeit | HighSellerRefundRate,Resolved
1355,6159,243,1376,ASIN001752,SAFE-T,EU,DNOTR,Apparel,2024-04-17,2024-04-24,7,5,365.24,Returned,True,AG013,0.4213756430475667,0,DNOTR | HighSellerRefundRate,Resolved
1356,6160,17,3154,ASIN000194,SAFE-T,NAM,Not As Described,Home & Kitchen,2023-08-17,2023-08-19,2,4,101.27,Delivered,True,AG047,0.25888589096942105,0,MinorIssue | HighSellerRefundRate,Resolved
1357,6163,926,2750,ASIN000896,SAFE-T,NAM,RNOTR,Electronics,2024-08-05,2024-08-12,7,3,92.55,Delivered,True,AG010,0.7792000517244448,1,RNOTR | Electronics,Resolved
1358,6165,656,4651,ASIN001588,OP,NAM,MattDiff,Electronics,2023-11-25,2023-11-28,3,12,128.6,Delivered,False,AG080,0.6881296583859099,1,MinorIssue | Electronics,Resolved
1359,6166,436,3858,ASIN000339,SAFE-T,EU,RNOTR,Beauty,2023-10-30,2023-11-05,6,4,0.0,Returned,True,AG048,0.36917703691342063,0,RNOTR | NonReturnableCat,Resolved
1360,6173,186,4850,ASIN000731,SAFE-T,EU,Damaged,Electronics,2024-09-18,2024-09-20,2,4,12.28,Lost,True,AG076,0.3070511794146357,0,MinorIssue | Electronics,Resolved
1361,6178,466,2982,ASIN000859,OTC,NAM,Not As Described,Home & Kitchen,2023-04-02,2023-04-04,2,8,54.94,Lost,False,AG028,0.40687700579983554,0,MinorIssue | HighSellerRefundRate,Resolved
1362,6184,325,2967,ASIN001388,OP,EU,MattDiff,Electronics,2023-12-30,2024-01-01,2,8,17.01,Delivered,True,AG019,0.3312362205683625,0,MinorIssue | Electronics,Escalated
1363,6186,51,3221,ASIN000123,SAFE-T,EU,RNOTR,Home & Kitchen,2023-12-13,2023-12-21,8,4,146.17,Delivered,False,AG048,0.7345350899519016,1,RNOTR | HighSellerRefundRate,Resolved
1364,6187,27,1100,ASIN000763,OTC,NAM,DNOTR,Apparel,2024-07-08,2024-07-17,9,7,18.67,Delivered,False,AG058,0.5734978353420823,1,DNOTR | HighSellerRefundRate,Resolved
1365,6188,677,4503,ASIN001969,SAFE-T,NAM,Wrong Item,Beauty,2023-12-03,2023-12-07,4,4,6.37,Returned,True,AG054,0.497700828242188,0,WrongItem | NonReturnableCat,Resolved
1366,6196,171,1863,ASIN001729,OTC,EU,Wrong Item,Electronics,2024-07-16,2024-07-23,7,6,14.47,Delivered,True,AG017,0.4543745975793083,0,WrongItem | Electronics,Resolved
1367,6199,117,3959,ASIN000769,OTC,EU,Wrong Item,Apparel,2023-07-23,2023-07-27,4,6,147.66,Delivered,True,AG023,0.40827175753472467,0,WrongItem | HighSellerRefundRate,Resolved
1368,6202,60,1977,ASIN001373,SAFE-T,NAM,Wrong Item,Electronics,2023-07-22,2023-07-26,4,5,16.19,Delivered,True,AG048,0.4305964994357858,0,WrongItem | Electronics,Resolved
1369,6211,664,951,ASIN000678,OTC,NAM,MattDiff,Beauty,2024-09-07,2024-09-09,2,8,0.0,Delivered,True,AG040,0.2616364171157976,0,MinorIssue | NonReturnableCat,Resolved
1370,6215,223,4099,ASIN001638,SAFE-T,NAM,MattDiff,Apparel,2024-02-01,2024-02-03,2,4,126.04,Returned,False,AG056,0.3643419500963663,0,MinorIssue | HighSellerRefundRate,Resolved
1371,6218,504,1099,ASIN000066,SAFE-T,EU,Not As Described,Apparel,2023-10-06,2023-10-10,4,4,16.52,Delivered,True,AG035,0.1709185971950241,0,MinorIssue | HighSellerRefundRate,Resolved
1372,6219,211,1348,ASIN001863,SAFE-T,NAM,MattDiff,Apparel,2023-06-15,2023-06-19,4,4,33.04,Delivered,True,AG039,0.17265899351310568,0,MinorIssue | HighSellerRefundRate,Resolved
1373,6220,791,3550,ASIN001157,SAFE-T,NAM,MattDiff,Electronics,2023-11-17,2023-11-19,2,4,110.3,Delivered,True,AG035,0.6533194554289246,1,MinorIssue | Electronics,Resolved
1374,6227,248,1056,ASIN000908,OTC,EU,MattDiff,Beauty,2023-10-20,2023-10-22,2,7,0.0,Delivered,False,AG059,0.512149066812419,1,MinorIssue | NonReturnableCat,Pending
1375,6228,741,2937,ASIN001091,SAFE-T,NAM,DNOTR,Electronics,2023-11-11,2023-11-20,9,4,16.88,Returned,True,AG011,0.4533822086273746,0,DNOTR | Electronics,Pending
1376,6235,417,3010,ASIN000903,OTC,NAM,Wrong Item,Electronics,2023-05-07,2023-05-12,5,6,238.28,Delivered,False,AG024,0.5632227435210784,1,WrongItem | Electronics,Resolved
1377,6236,53,802,ASIN001161,OP,EU,Not As Described,Home & Kitchen,2023-06-30,2023-07-04,4,16,131.73,Delivered,True,AG038,0.2828087511350278,0,MinorIssue | HighSellerRefundRate,Resolved
1378,6239,308,1397,ASIN001275,SAFE-T,NAM,Damaged,Beauty,2023-09-20,2023-09-22,2,3,0.0,Lost,True,AG061,0.28464812942391526,0,MinorIssue | NonReturnableCat,Resolved
1379,6242,898,4317,ASIN000979,SAFE-T,EU,RNOTR,Electronics,2024-05-23,2024-05-31,8,4,13.19,Returned,False,AG056,0.41673293964769664,0,RNOTR | Electronics,Resolved
1380,6244,606,2195,ASIN001796,SAFE-T,NAM,MattDiff,Toys,2024-04-15,2024-04-17,2,6,15.64,Delivered,True,AG079,0.15192722135367218,0,MinorIssue | HighSellerRefundRate,Pending
1381,6249,486,4966,ASIN000021,OTC,EU,MattDiff,Apparel,2023-11-07,2023-11-09,2,8,137.9,Returned,False,AG006,0.6354413293871027,1,MinorIssue | HighSellerRefundRate,Resolved
1382,6254,959,594,ASIN001214,SAFE-T,NAM,Wrong Item,Toys,2024-07-24,2024-07-28,4,4,47.79,Returned,True,AG016,0.5564231889363921,1,WrongItem | HighSellerRefundRate,Resolved
1383,6256,395,3668,ASIN001124,OP,NAM,RNOTR,Home & Kitchen,2023-03-18,2023-03-25,7,8,79.84,Delivered,True,AG052,0.784340172422002,1,RNOTR | HighSellerRefundRate,Resolved
1384,6257,37,755,ASIN001603,OP,NAM,MattDiff,Home & Kitchen,2024-06-17,2024-06-20,3,14,119.0,Returned,False,AG026,0.37862396166519374,0,MinorIssue | HighSellerRefundRate,Resolved
1385,6272,301,2201,ASIN001703,SAFE-T,NAM,Damaged,Beauty,2024-09-09,2024-09-13,4,3,4.92,Lost,True,AG077,0.36538887074908544,0,MinorIssue | NonReturnableCat,Resolved
1386,6282,945,3253,ASIN000612,SAFE-T,NAM,MattDiff,Electronics,2024-10-13,2024-10-15,2,3,10.24,Delivered,True,AG050,0.3356118264439402,0,MinorIssue | Electronics,Resolved
1387,6286,669,4584,ASIN000765,OTC,NAM,Not As Described,Beauty,2024-09-05,2024-09-08,3,7,0.0,Delivered,False,AG028,0.2801174378268748,0,MinorIssue | NonReturnableCat,Pending
1388,6288,109,4580,ASIN001697,SAFE-T,NAM,MattDiff,Toys,2023-09-15,2023-09-17,2,4,28.74,Delivered,False,AG057,0.18520163749633062,0,MinorIssue | HighSellerRefundRate,Resolved
1389,6291,765,1945,ASIN000501,SAFE-T,NAM,Not As Described,Beauty,2023-06-29,2023-07-03,4,7,165.45,Delivered,False,AG016,0.7296614660055011,1,MinorIssue | NonReturnableCat,Resolved
1390,6305,780,4055,ASIN001986,OTC,EU,RNOTR,Apparel,2023-12-06,2023-12-11,5,9,250.91,Returned,True,AG042,0.38914656487421323,0,RNOTR | HighSellerRefundRate,Resolved
1391,6306,170,2643,ASIN001333,SAFE-T,NAM,Damaged,Home & Kitchen,2024-07-23,2024-07-25,2,5,21.55,Returned,False,AG030,0.16583718608863357,0,MinorIssue | HighSellerRefundRate,Resolved
1392,6309,843,3247,ASIN001864,OTC,NAM,MattDiff,Toys,2023-10-01,2023-10-04,3,7,7.5,Delivered,True,AG063,0.1547857371222477,0,MinorIssue | HighSellerRefundRate,Resolved
1393,6310,138,4267,ASIN000963,SAFE-T,EU,MattDiff,Beauty,2023-10-27,2023-10-30,3,4,0.0,Returned,False,AG039,0.28609791302034604,0,MinorIssue | NonReturnableCat,Resolved
1394,6311,28,2468,ASIN001379,SAFE-T,NAM,RNOTR,Books,2023-06-28,2023-07-03,5,3,21.84,Delivered,False,AG030,0.5083757043239687,1,RNOTR | HighSellerRefundRate,Resolved
1395,6320,690,2993,ASIN001133,OTC,NAM,MattDiff,Books,2023-09-17,2023-09-21,4,7,18.89,Delivered,True,AG075,0.1870285652213268,0,MinorIssue | HighSellerRefundRate,Resolved
1396,6328,615,221,ASIN000500,OTC,EU,RNOTR,Beauty,2023-09-21,2023-09-27,6,6,0.0,Delivered,True,AG005,0.6299369391943226,1,RNOTR | NonReturnableCat,Resolved
1397,6333,6,2653,ASIN001104,SAFE-T,NAM,DNOTR,Beauty,2023-09-30,2023-10-05,5,5,0.0,Returned,False,AG031,0.6650511830530185,1,DNOTR | NonReturnableCat,Resolved
1398,6335,529,4688,ASIN000117,OP,NAM,RNOTR,Home & Kitchen,2023-05-01,2023-05-09,8,11,776.38,Returned,False,AG029,0.6381411178859889,1,RNOTR | HighSellerRefundRate,Resolved
1399,6337,272,332,ASIN001901,SAFE-T,EU,Damaged,Apparel,2023-11-12,2023-11-16,4,5,263.51,Delivered,True,AG016,0.2551327430380347,0,MinorIssue | HighSellerRefundRate,Resolved
1400,6342,934,2369,ASIN000252,OTC,NAM,Not As Described,Beauty,2024-03-02,2024-03-05,3,6,14.37,Returned,False,AG070,0.4761383321854661,0,MinorIssue | NonReturnableCat,Resolved
1401,6350,530,1257,ASIN000428,SAFE-T,EU,MattDiff,Home & Kitchen,2024-04-09,2024-04-12,3,4,119.64,Delivered,True,AG049,0.26234008748222454,0,MinorIssue | HighSellerRefundRate,Resolved
1402,6351,719,3942,ASIN000577,OTC,NAM,Not As Described,Electronics,2023-05-12,2023-05-14,2,7,443.5,Delivered,False,AG004,0.5224108791600117,1,MinorIssue | Electronics,Resolved
1403,6359,735,2837,ASIN000179,SAFE-T,NAM,Not As Described,Home & Kitchen,2024-07-25,2024-07-27,2,4,577.24,Returned,True,AG030,0.2758587768543123,0,MinorIssue | HighSellerRefundRate,Resolved
1404,6369,786,4114,ASIN000421,OTC,EU,Not As Described,Misc,2023-08-10,2023-08-15,5,8,0.0,Delivered,True,AG006,0.257475514794914,0,MinorIssue | NonReturnableCat,Resolved
1405,6376,396,736,ASIN000746,OTC,EU,Damaged,Electronics,2023-10-14,2023-10-16,2,7,31.74,Delivered,False,AG004,0.5603843583832683,1,MinorIssue | Electronics,Resolved
1406,6379,62,287,ASIN001994,OTC,NAM,Counterfeit,Apparel,2024-09-29,2024-10-04,5,8,29.13,Delivered,True,AG060,0.3302540559589866,0,Counterfeit | HighSellerRefundRate,Resolved
1407,6380,565,4964,ASIN001759,OTC,NAM,Not As Described,Electronics,2024-03-22,2024-03-25,3,7,12.89,Delivered,True,AG002,0.31581729922581786,0,MinorIssue | Electronics,Resolved
1408,6387,811,179,ASIN001625,OTC,EU,Wrong Item,Home & Kitchen,2024-09-14,2024-09-19,5,7,35.27,Delivered,False,AG075,0.5617972809651294,1,WrongItem | HighSellerRefundRate,Resolved
1409,6388,818,1912,ASIN001364,OTC,NAM,Wrong Item,Apparel,2023-12-09,2023-12-13,4,7,20.79,Delivered,False,AG060,0.3182590418646856,0,WrongItem | HighSellerRefundRate,Resolved
1410,6389,199,1500,ASIN000739,SAFE-T,EU,Not As Described,Toys,2023-10-27,2023-10-29,2,4,10.21,Delivered,False,AG047,0.17781816031662978,0,MinorIssue | HighSellerRefundRate,Escalated
1411,6390,905,1998,ASIN000449,OP,NAM,RNOTR,Books,2023-08-20,2023-08-26,6,6,28.11,Delivered,False,AG038,0.76558222813207,1,RNOTR | HighSellerRefundRate,Resolved
1412,6397,893,2755,ASIN001360,SAFE-T,EU,RNOTR,Apparel,2024-08-28,2024-09-02,5,2,19.64,Delivered,False,AG050,0.5033044681471419,1,RNOTR | HighSellerRefundRate,Resolved
1413,6403,963,2820,ASIN000489,SAFE-T,NAM,Counterfeit,Electronics,2023-09-23,2023-09-26,3,3,348.54,Delivered,False,AG045,0.6562029065842399,1,Counterfeit | Electronics,Resolved
1414,6407,787,2643,ASIN000299,OTC,NAM,RNOTR,Electronics,2023-10-31,2023-11-05,5,7,36.51,Lost,True,AG028,0.42265797899480045,0,RNOTR | Electronics,Resolved
1415,6414,898,293,ASIN000168,OTC,EU,Damaged,Beauty,2023-10-29,2023-10-31,2,6,0.0,Returned,False,AG041,0.2897457077254908,0,MinorIssue | NonReturnableCat,Pending
1416,6416,989,411,ASIN000840,OTC,NAM,RNOTR,Apparel,2023-05-01,2023-05-08,7,7,32.86,Delivered,False,AG063,0.5365210205616027,1,RNOTR | HighSellerRefundRate,Resolved
1417,6417,896,509,ASIN000022,SAFE-T,NAM,DNOTR,Home & Kitchen,2024-02-06,2024-02-14,8,4,80.32,Returned,True,AG001,0.43270927877640675,0,DNOTR | HighSellerRefundRate,Resolved
1418,6418,907,3956,ASIN000761,SAFE-T,EU,Damaged,Electronics,2023-07-16,2023-07-18,2,5,73.57,Returned,False,AG035,0.5043833164416048,1,MinorIssue | Electronics,Resolved
1419,6421,452,2140,ASIN000992,SAFE-T,NAM,Wrong Item,Home & Kitchen,2023-02-07,2023-02-14,7,3,13.75,Returned,False,AG069,0.3002045396230002,0,WrongItem | HighSellerRefundRate,Resolved
1420,6432,680,4720,ASIN000523,SAFE-T,EU,Not As Described,Books,2024-06-01,2024-06-06,5,4,59.28,Delivered,True,AG045,0.18879685922610806,0,MinorIssue | HighSellerRefundRate,Resolved
1421,6437,623,4862,ASIN001027,OTC,NAM,RNOTR,Electronics,2024-10-01,2024-10-07,6,6,15.78,Delivered,False,AG037,0.6820287458707026,1,RNOTR | Electronics,Pending
1422,6444,727,1321,ASIN001589,SAFE-T,NAM,RNOTR,Electronics,2023-06-12,2023-06-18,6,5,177.62,Delivered,False,AG065,0.8800523334253494,1,RNOTR | Electronics,Resolved
1423,6449,891,248,ASIN001028,OTC,EU,DNOTR,Electronics,2024-10-03,2024-10-08,5,6,95.63,Delivered,True,AG062,0.8288904382697379,1,DNOTR | Electronics,Resolved
1424,6450,812,3450,ASIN001739,SAFE-T,EU,Damaged,Electronics,2024-04-30,2024-05-02,2,3,41.02,Delivered,True,AG050,0.3369754652622649,0,MinorIssue | Electronics,Resolved
1425,6452,58,3775,ASIN001610,OP,NAM,Wrong Item,Apparel,2024-01-22,2024-01-27,5,14,120.3,Delivered,True,AG015,0.39225909233216344,0,WrongItem | HighSellerRefundRate,Resolved
1426,6454,510,2260,ASIN001865,OP,EU,Damaged,Beauty,2023-07-27,2023-07-31,4,11,0.0,Returned,True,AG052,0.4066420300660582,0,MinorIssue | NonReturnableCat,Resolved
1427,6455,814,4114,ASIN001810,SAFE-T,EU,Counterfeit,Electronics,2023-04-10,2023-04-15,5,5,70.97,Returned,False,AG035,0.662349996743391,1,Counterfeit | Electronics,Pending
1428,6457,426,1747,ASIN000411,OP,NAM,Wrong Item,Books,2024-05-10,2024-05-14,4,9,22.0,Delivered,False,AG080,0.5480159015324599,1,WrongItem | HighSellerRefundRate,Resolved
1429,6461,788,2970,ASIN000586,SAFE-T,NAM,RNOTR,Apparel,2023-08-28,2023-09-02,5,3,84.08,Delivered,True,AG010,0.6061168519787508,1,RNOTR | HighSellerRefundRate,Resolved
1430,6466,432,998,ASIN000823,OTC,EU,Not As Described,Electronics,2023-04-07,2023-04-09,2,5,135.44,Delivered,False,AG023,0.7628953582741537,1,MinorIssue | Electronics,Resolved
1431,6479,391,1310,ASIN001267,OP,EU,MattDiff,Electronics,2023-10-02,2023-10-06,4,9,10.92,Returned,True,AG044,0.3078928667971148,0,MinorIssue | Electronics,Resolved
1432,6480,83,2594,ASIN001103,SAFE-T,NAM,Wrong Item,Electronics,2024-06-29,2024-07-03,4,6,3.55,Delivered,True,AG031,0.44067219325781254,0,WrongItem | Electronics,Resolved
1433,6490,512,3610,ASIN000111,OTC,NAM,MattDiff,Electronics,2023-07-29,2023-07-31,2,6,68.87,Delivered,False,AG017,0.3305065653836455,0,MinorIssue | Electronics,Resolved
1434,6495,671,1134,ASIN000032,OTC,NAM,MattDiff,Apparel,2024-01-03,2024-01-06,3,7,136.29,Returned,True,AG059,0.2546837037553526,0,MinorIssue | HighSellerRefundRate,Resolved
1435,6501,278,4874,ASIN000711,SAFE-T,EU,Damaged,Electronics,2024-04-22,2024-04-25,3,3,45.22,Lost,True,AG013,0.32533167380139494,0,MinorIssue | Electronics,Resolved
1436,6505,778,3946,ASIN001928,OP,EU,DNOTR,Electronics,2023-12-16,2023-12-24,8,10,142.82,Delivered,True,AG036,1.0,1,DNOTR | Electronics,Resolved
1437,6507,419,4608,ASIN000018,OP,EU,MattDiff,Beauty,2023-06-15,2023-06-18,3,14,0.0,Delivered,True,AG033,0.27345123122248527,0,MinorIssue | NonReturnableCat,Resolved
1438,6508,538,801,ASIN001943,OTC,NAM,RNOTR,Electronics,2024-06-19,2024-06-26,7,8,37.26,Returned,True,AG058,0.6771442451251932,1,RNOTR | Electronics,Resolved
1439,6513,940,4440,ASIN000377,OTC,NAM,Wrong Item,Electronics,2023-10-22,2023-10-29,7,10,13.49,Delivered,False,AG017,0.4469354921737564,0,WrongItem | Electronics,Resolved
1440,6515,638,710,ASIN000382,SAFE-T,NAM,RNOTR,Home & Kitchen,2023-10-09,2023-10-13,4,6,103.9,Delivered,False,AG078,0.6052296950966095,1,RNOTR | HighSellerRefundRate,Resolved
1441,6531,829,1209,ASIN000302,SAFE-T,EU,RNOTR,Home & Kitchen,2023-02-28,2023-03-05,5,4,68.52,Delivered,False,AG030,0.729747493631725,1,RNOTR | HighSellerRefundRate,Resolved
1442,6544,137,3646,ASIN001377,OTC,NAM,MattDiff,Toys,2024-04-23,2024-04-25,2,5,14.05,Delivered,True,AG027,0.18203256844766885,0,MinorIssue | HighSellerRefundRate,Resolved
1443,6546,548,479,ASIN001765,OP,EU,Wrong Item,Beauty,2023-05-17,2023-05-21,4,10,69.89,Returned,True,AG052,0.5018692297213285,1,WrongItem | NonReturnableCat,Resolved
1444,6550,421,2285,ASIN001871,SAFE-T,EU,MattDiff,Beauty,2023-04-21,2023-04-25,4,4,0.0,Delivered,True,AG065,0.2552382572911397,0,MinorIssue | NonReturnableCat,Resolved
1445,6555,916,1411,ASIN000913,SAFE-T,NAM,DNOTR,Misc,2024-06-15,2024-06-22,7,5,55.58,Returned,False,AG010,0.5214635312200931,1,DNOTR | NonReturnableCat,Resolved
1446,6558,987,2102,ASIN000610,SAFE-T,EU,Damaged,Toys,2024-09-15,2024-09-18,3,4,107.2,Delivered,True,AG049,0.28205080739590493,0,MinorIssue | HighSellerRefundRate,Resolved
1447,6559,567,1882,ASIN000109,OTC,NAM,Not As Described,Apparel,2023-08-13,2023-08-17,4,7,14.86,Delivered,True,AG043,0.1584637615669108,0,MinorIssue | HighSellerRefundRate,Resolved
1448,6560,929,3185,ASIN001335,OTC,EU,Not As Described,Apparel,2024-09-09,2024-09-11,2,6,8.35,Delivered,True,AG059,0.1711752855004099,0,MinorIssue | HighSellerRefundRate,Resolved
